"Bergy Dim Sum #9, SteamedRice Bundles with Chicken and mushrooms","medium-grain rice","water","light soy sauce","sesame oil","dried chinese mushroom","dark soy sauce","sugar","chicken breast","pork","garlic","ginger","salt","water","cornstarch","aluminum foil","string"
"Ten Variety Fried Noodles (Chow Mein)","pork loin","soy sauce","sugar","cornstarch","egg noodle","egg","lite olive oil","scallion","bamboo shoot","spinach","salt"
"Bergy Dim Sum #4, Moo Shoo Pork","lean pork","soy sauce","oil","egg","mushroom","green onion","sugar"
"Bok Choi for Selina","peanut oil","ginger","garlic","baby bok choy","soy sauce","tapioca starch","water","chili oil"
"Egg Foo Yong","mushroom","celery","onion","sweet green pepper","egg","soy sauce","dried ginger","cornstarch","water","soy sauce"
"Stir fried Garlic Beef with Broccoli","round steak","garlic","cornstarch","lite olive oil","broccoli","chicken stock","green onion","mushroom","soy sauce","salt and pepper"
"Swiss Chard, Stir Fried, with Feta Cheese","pine nut","peanut oil","shallot","feta cheese","salt and pepper"
"Cashew Chicken","catsup","soy sauce","salt","worcestershire sauce","sugar","sesame oil","cayenne pepper","chicken broth","cornstarch","sugar","salt","chicken breast","cooking oil","gingerroot","garlic","onion","carrot","green bell pepper","snow pea","cashew","white rice"
"Egg Rolls","sausage","chinese vegetable","cabbage","garlic","ginger","salt and pepper"
"Pork Chop Suey","pork steak","yellow onion","celery","white mushroom","vegetable oil","butter","bean sprout","molasses","soy sauce","chicken broth","white pepper","water","cornstarch"
"Hot & Spicy Braised Prawns","prawn","sherry wine","chili oil","garlic","ginger","green onion","sesame oil"
"Broccoli 'n Red Peppers Stir Fried","toasted sesame seed","lite olive oil","sesame seed oil","garlic","ginger","onion","broccoli","sweet red pepper","button mushroom","chicken stock","light soy sauce"
"Hot and Sour Turkey Soup","chicken broth","mushroom","white vinegar","reduced-sodium soy sauce","sugar","gingerroot","pepper","cornstarch","water","turkey","bok choy","frozen pea pod","egg","green onion"
"Chinese Almond Cookies","flour","salt","baking powder","shortening","coconut","sugar","egg","water","almond extract","almond"
"Pork Chow Mein","vegetable oil","onion","celery","pork","soy sauce","bean sprout","cornstarch","beef broth","rice"
"Szechuan Bok Choy","baby bok choy","peanut oil","gingerroot","red chili paste","hoisin sauce"
"Crock Pot Short Ribs With Hoisin &amp; Black Beans","beef short rib","black bean","tomato sauce","hoisin sauce","onion","shallot","hot sauce","instant minced garlic","crystallized ginger","fennel seed","carrot"
"Cheddar Rum Spread","butter","green onion","dark rum","dry mustard","cayenne pepper"
"Stir Fried Beef With Ginger","flank steak","cornstarch","vegetable oil","ginger","soy sauce","sugar","dry sherry","cornstarch","green onion","pepper","salt"
"Chinese Beef and Broccoli","flank steak","soy sauce","dry sherry","cornstarch","frozen broccoli","garlic","ginger","peanut oil","salt"
"Mongolian Beef","sirloin steak","soy sauce","cornstarch","vegetable oil","sugar","salt","white pepper","vegetable oil","garlic","ground ginger","water chestnut","green onion","soy sauce"
"Chowed Mongolian Beef","flank steak","light soy sauce","rice wine","ginger","peanut oil","peanut oil","garlic","green onion","hoisin sauce","pepper"
"Yummy Low Fat Chocolate Chip Pound Cake","chocolate cake mix","instant chocolate pudding mix","applesauce","water","egg substitute","chocolate chip","confectioners' sugar"
"Steamed Sea Bass with Black Bean Sauce","sea bass fish fillet","black bean garlic sauce","ginger","green onion","peanut oil","coriander"
"Green Pepper Steak","reduced-sodium soy sauce","ginger","oil","water","cornstarch","tomato","green onion","red pepper","green pepper","celery","lean beef","garlic","white rice"
"Chow Yuk","turkey breast","celery","onion","mushroom","water chestnut","brown sugar","soy sauce","salt"
"Chicken With Szechuan Rice for 2","chicken breast","garlic","seasoning salt","butter","long-grain white rice","green onion","carrot","water"
"Chinese Pot Stickers","cabbage","salt","shrimp","lean pork","light soy sauce","white wine","green onion","sesame oil","ginger","garlic","wonton wrapper","vegetable oil","chicken stock","light soy sauce","rice vinegar","ginger"
"Hamburger Chop Suey","shortening","ground beef","onion","celery","hot water","salt","ground black pepper","bean sprout","water","cornstarch","soy sauce","white sugar"
"Sweet and Sour Pork","pork","flour","carrot","celery","pineapple","tomato sauce","brown sugar","water","egg white","oil","green capicum","white onion","vinegar","soy sauce","flour"
"Tempeh Sukiyaki With Broccoli &amp; Cauliflower","tempeh","tamari","mirin","arrowroot","worcestershire sauce","honey","ginger","green pepper","onion","carrot","celery","broccoli floret","cauliflower","vegetable stock","oil","oil","tamari"
"Wonton, Steamed or Deep Fried","wonton wrapper","dried chinese mushroom","bamboo shoot","prawn","green onion","pork","salt","light soy sauce","sesame oil","garlic"
"Baked Spaghetti","onion","margarine","mushroom","oregano","spaghetti","cheddar cheese","cream of mushroom soup","water","olive","parmesan cheese","bell pepper","tomato","ground beef"
"Sesame Chicken","chicken breast","all-purpose flour","soy sauce","maple syrup","dry sherry","ginger","chinese five spice powder","vegetable oil","sesame seed","pepper"
"Crispy Fish in Chili Sauce","fish fillet","plain flour","cornflour","egg white","water","oil","garlic","tomato sauce","chili sauce","sugar","soy sauce","dry sherry","water","oil"
"Prawn Teriyaki Noodle Stir-Fry","fish fillet","peanut oil","red capicum","broccoli floret","prawn","hokkien noodle","teriyaki marinade"
"Chinese Steamed Dumplings with Dipping Sauce","flour","egg","salt","ground pork","scallion","ginger","frozen pea","chili flake","soy sauce","rice vinegar","honey","sesame oil","sesame seed"
"Zinggggggy Chicken Wings","chicken wing","plum jam","soy sauce","hot pepper sauce","horseradish","dijon mustard"
"Green Onion Pancakes","egg","sesame oil","egg roll wrap","sesame seed","green onion","vegetable oil","soy sauce"
"Chicken Teriyaki","chicken breast","teriyaki sauce","water","ginger","green onion","garlic powder","broccoli","green pepper","mushroom","canola oil","cornstarch"
"Chinese Sesame Salad","napa cabbage","green onion","sesame seed","ramen noodle","almond","butter","vinegar","sugar","olive oil","soy sauce"
"Cranberry Sweet and Sour Chicken","chicken breast","cooking oil","salt","pepper","pineapple tidbit","cornstarch","barbecue sauce","berry cranberry sauce","green pepper","chow mein noodle"
"Sausage Steamed Wontons","mild italian sausage","mushroom","garlic","light cream cheese","wonton wrapper","worcestershire sauce"
"Soy-Sherry Marinade for Barbecued Pork","salt","sugar","garlic","scallion","soy sauce","sherry wine","honey","honey","sugar"
"Chicken Fried Rice","oil","egg","oil","chicken","onion","water chestnut","bamboo shoot","celery","bean sprout","frozen pea","mushroom","rice","soya sauce","salt","pepper"
"Mix Mushrooms Noodles","oil","garlic","dried chinese mushroom","mushroom","chinese wine","vinegar","coriander leaf","noodle","soy sauce"
"Szechuan Noodles With Minced Beef","cornflour","water","garlic","onion","beef","cooking wine","hoisin sauce","beef stock","wonton wrapper","fried onion","coriander leaf","oil","pepper","salt","spring onion"
"Crispy Steak","egg","salt","cornflour","beef"
"Steamed Tofu With Minced Pork","lean pork","tofu","coriander","sherry wine","salt","pepper","cornflour","oyster sauce","cornflour","pepper","salt","water"
"Chicken and Watercress Soup","chicken breast","shiitake mushroom","chicken stock","salt","cornflour","rice wine","pepper","sesame oil","watercress"
"Shanghai Beef","steak","condensed beef broth","oil","water chestnut","water","red capicum","soy sauce","cornstarch","scallion","black pepper","rice","salt"
"Chicken Egg Rolls","cornstarch","soy sauce","chicken breast","green onion","stir fry vegetable","soy sauce","egg roll wrap","salad oil"
"Shrimp Egg Rolls","shrimp","cornstarch","dry sherry","bean sprout","shallot","mushroom","celery","garlic","egg roll wrap","salad oil"
"Ginger Stir fried Cauliflower with Oyster Sauce","cauliflower","soy sauce","sugar","lite olive oil","ginger","garlic","scallion","vegetable stock","oyster sauce","cornstarch","water"
"Stir Fried Prawns","prawn","scallion","soy sauce","ginger juice","rice wine","oil","salt"
"Ginger/Garlic Savoy Cabbage","chinese cabbage","lite olive oil","garlic","ginger","juice of lime","salt and pepper"
"P. F. Chang's Chicken Lettuce Wraps","oil","chicken breast","water chestnut","mushroom","onion","garlic","iceberg lettuce","sugar","water","soy sauce","rice wine vinegar","ketchup","lemon juice","sesame oil","hot mustard","water","garlic and red chili paste","soy sauce","brown sugar","rice wine vinegar"
"Chili's Lettuce Wraps","oil","chicken breast","green onion","water chestnut","almond","lettuce leaf","water","cornstarch","soy sauce","sugar","vinegar","oil","sesame seed","red pepper flake","chili oil","ginger","water","cornstarch","sugar","vinegar","soy sauce","ginger","oil","sesame seed","garlic","red pepper flake","parsley","peanut butter","water","vinegar","ginger","red pepper flake","sugar","garlic","chili oil","oil","brown sugar"
"Chicken and Cashews Lettuce Wrap","chicken meat","lettuce leaf","coriander","egg white","water","cornstarch","salt","meat tenderizer","msg","cooking oil","cooking oil","rice wine","light soy sauce","pepper"
"Lettuce Wrapped Shrimps","shrimp","lettuce leaf","bamboo shoot","sweet onion","coriander","water chestnut","shiitake mushroom","egg white","rice wine","cornflour","chicken stock","sesame oil","salt","water","cornflour","cooking oil","pepper","salt","sugar"
"Teriyaki Stir-Fry","chicken breast","garlic","chinese five spice powder","soy sauce"
"Sweet and Sour Sauce","white vinegar","water","sugar","salt","msg","white pepper","tabasco sauce","cornstarch","water","worcestershire sauce","ketchup","ginger","olive oil"
"Plum Sauce","plum jam","chutney","vinegar","tabasco sauce"
"Chicken Lo Mein","instant chicken bouillon granule","boiling water","chicken breast","dry white wine","soy sauce","cornstarch","sesame oil","garlic","ground ginger","green onion","water chestnut","cabbage","celery","frozen green pea","carrot","thin spaghetti"
"Marinated Chicken Wings","water","soy sauce","sugar","pineapple juice","vegetable oil","garlic powder","ginger"
"Stir Fry Snow Peas &amp; Water Chestnuts","vegetable broth","snow pea","sesame oil","water chestnut"
"Honey Pork Oriental","pork shoulder","vegetable oil","brown gravy mix","water","honey","soy sauce","red wine vinegar","ginger","garlic salt","carrot","onion","green pepper","rice"
"Spicy Chicken Stir Fry, # 3","chicken breast","garlic","green onion","eggplant","zucchini","yellow onion","soy sauce","rice wine","juice of orange","chili-garlic sauce","ginger","sesame seed","fire oil","soba noodle"
"Pistachio 5-Spice Cookies","pistachio nut","water","canola oil","honey","brown rice flour","baking powder","baking soda","chinese five spice powder"
"Mo's Spicy Stir-fry Soup","olive oil","gingerroot","garlic","fat-free chicken broth","cornstarch","mushroom","bamboo shoot","soy sauce","rice wine vinegar","fructose","red pepper flake","frozen stir fry vegetable","shrimp","coriander","frozen spinach"
"Paper-Wrapped Chicken","chicken","salt","sugar","light soya sauce","dark soya sauce","rice wine","ginger juice","cornflour","sesame oil","cooking oil"
"Crock Pot Chinese Style Ribs","soy sauce","garlic","orange marmalade","country-style sparerib","ketchup"
"Crock Pot Kowloon Chicken","chicken","ground ginger","garlic","chicken broth","pineapple","water chestnut","green onion","cornstarch","soy sauce","vinegar","pepper","salt"
"Szechuan Peppercorn Chicken","szechuan peppercorn","scallion","ginger","salt","soy sauce","sesame oil","chicken stock","red wine vinegar","sugar","iceberg lettuce","chicken"
"Szechuan Peppery Hot Chicken","chicken breast","scallion","sesame oil","sesame seed","red wine vinegar","soy sauce","chicken stock","hot chili oil","bean sprout","coriander"
"Pecan Caramel Cheesecake","graham cracker crumb","brown sugar","margarine","caramel","half-and-half","half-and-half","pecan","cream cheese","sweetened condensed milk","egg","vanilla","pecan halve"
"Kung Pao Chicken","chicken breast","dried chili","peanut","sesame oil","salt","egg white","cornstarch","dry sherry","vegetable oil","garlic","scallion","gingerroot","green bell pepper","bamboo shoot","sugar","hot sauce","dark soy sauce","dry sherry","vinegar","chicken stock","cornstarch"
"Grilled flank steak, mandarin style","flank steak","garlic","gingerroot","scallion","light soy sauce","sugar","sesame oil","dry sherry","vinegar","hot pepper flake","pepper","salt"
"Chinese Beef or Pork Stew (Red Cooked Meat)","pork shoulder","vegetable","yellow onion","garlic","ginger","star anise","brown sugar","soy sauce","dry sherry","boiling water","chili","oil"
"Chicken Pasta","capellini pasta","soy sauce","vinegar","sesame oil","garlic","chicken breast","salt","black pepper","sesame seed","oil","baby corn","mixed vegetable","soy sauce"
"Crock Pot Sweet and Sour Chicken","carrot","onion","quick-cooking tapioca","unsweetened pineapple chunk","dark brown sugar","red wine vinegar","soy sauce","garlic powder","ginger","instant chicken bouillon granule"
"Orange Teriyaki Chicken","chicken breast","quick-cooking tapioca","chicken broth","brown sugar","teriyaki sauce","dry mustard","orange peel","ground ginger"
"Hot and Sour Soup","hot water","vegetable oil","lean pork","green onion","straw mushroom","mushroom","bamboo shoot","chicken stock","cornstarch","water","soy sauce","rice vinegar","egg","green onion top","ground black pepper","salt","tabasco sauce"
"Kung Pao Chicken","chicken breast","sherry wine","cornstarch","water","soy sauce","cornstarch","sugar","rice wine vinegar","hot pepper sauce","cooking oil","gingerroot","garlic","green onion","peanut","rice"
"Beef and Black Bean Sauce","oil","onion","round steak","green bean","mushroom","black bean garlic sauce","beef stock","bean sprout","hokkien noodle"
"Sweet And Sour Pork","shortening","paprika","brown sugar","cornstarch","salt","pineapple chunk","vinegar","water","soy sauce","worcestershire sauce","green pepper","rice"
"Bok Choy Au Gratin","bok choy","butter","flour","salt","nutmeg","light cream","swiss cheese"
"Chinese Kung Pao Chicken","chicken breast","egg white","cornstarch","white pepper","soy sauce","thai pepper","green pepper","onion","celery","water chestnut","soy sauce","dry sherry","rice wine vinegar","sugar","sesame oil","hoisin sauce","oyster sauce","peanut oil","roasted peanut"
"Kelly's Pot Stickers","ground lean pork","cabbage","green onion","carrot","garlic","soy sauce","ground ginger","sesame oil","square wonton wrapper","chicken broth","cornstarch","vegetable oil","water"
"Sesame Beef","sirloin","sugar","vegetable oil","soy sauce","pepper","green onion","garlic","sesame seed","vegetable oil"
"Chicken Stir Fry","chicken","oil","onion","carrot","green pepper","mushroom","chicken broth","cornstarch","soy sauce","ground ginger","cashew"
"Sweet & Sour Pork","pork","cornstarch","dry sherry","dark soy sauce","salt","garlic","unsweetened pineapple chunk","sugar","catsup","pineapple juice","vinegar","dark soy sauce","lychee","maraschino cherry","cornstarch","deep frying oil","green pepper"
"Ginger Chicken","flour","salt","paprika","pepper","chicken","honey","orange juice concentrate","ground ginger"
"Chinese Pork or Chicken Rolls","chinese cabbage","water chestnut","green onion","salt","boiling water","light soy sauce","catsup","lemon juice","honey","chicken","egg","lite olive oil"
"Chinese Chicken","chicken","tomato sauce","soy sauce","dry sherry","white vinegar","chili powder","garlic"
"Betty Ford's Chinese Pepper Steak","flank steak","oil","green pepper","water","onion soup mix","soy sauce","sherry wine","salt","pepper","cornstarch"
"Sweet And Sour Meatballs","hamburger","cracker crumb","egg","milk","salt","vinegar","water","pineapple chunk","applesauce"
"Simple Wonton (Won Ton) Soup","wonton wrapper","chicken stock","baby bok choy","carrot","salt","white pepper","sesame oil"
"Chinese Hot and Sour Chicken Noodle Salad","chicken breast","linguine pasta","peppercorn","salad oil","rice vinegar","soy sauce","coriander","cucumber"
"Chinese Hot Oil (La yu)","vegetable oil"
"Chicken Salad","mixed salad green","chicken breast","water chestnut","green onion","sesame seed","sugar","rice vinegar","oil","salt"
"Chinese Pepper Steak","beef chuck","olive oil","garlic","tomato","green pepper","water","onion","celery","cornstarch","soy sauce","worcestershire sauce","black pepper","rice"
"Chinese Beef And Tomatoes","tomato","oil","flank steak","green pepper","soy sauce","onion","dry sherry","beef bouillon cube","garlic","boiling water","ground ginger","cornstarch","ground black pepper","water"
"Chinese Roast Pork Tenderloin","chicken stock","light brown sugar","kosher salt","chinese five spice powder","kikkoman soy sauce","yellow miso","garlic","red food coloring"
"Chinese Hot and Sour Pork Soup","chicken stock","lean pork","garlic and red chili paste","soy sauce","white pepper","egg substitute","cornstarch","bamboo shoot","water chestnut","carrot","shiitake mushroom","straw mushroom","white vinegar","sesame oil","scallion"
"Mandarin Chicken Salad","chicken","salad green","mandarin orange","toasted almond","oil","low-sodium soy sauce","brown sugar","toasted sesame oil","rice wine vinegar","yellow mustard","ground ginger","garlic powder","sesame seed"
"Shrimp Lo Mein","shrimp","soy sauce","cornstarch","ginger","garlic","sesame oil","snow pea","carrot","bok choy","chicken broth","scallion","fettuccine pasta"
"Moo Shu Vegetables with Chinese Pancakes","green onion","bok choy","red bell pepper","carrot","mushroom","mung bean sprout","ginger","garlic","hoisin sauce"
"Chinese Chicken Coleslaw","cabbage","chicken breast","green onion","sesame seed","almond","ramen noodle","celery","sugar","salt","pepper","vinegar","vegetable oil"
"Chinese Wontons","ground pork","garlic","ginger","soy sauce","sesame oil","carrot","celery","green onion","wonton wrapper","oil","water","sweet and sour sauce"
"Chinese Plum Sauce","plum","onion","water","gingerroot","garlic","sugar","rice vinegar","coriander","salt","cinnamon","cayenne pepper","clove"
"Fried Rice with Ham","egg","frozen pea","leftover ham","long-grain rice","light soy sauce","dry sherry","salt","spanish onion","shrimp","white pepper"
"Szechuan Carrot Soup","onion","celery rib","garlic","vegetable oil","carrot","gingerroot","hot red pepper flake","chicken broth","soy sauce","peanut butter","sugar","sesame oil","milk","heavy cream","sour cream"
"Chinese Meatballs","lean pork","shrimp","water chestnut","gingerroot","green onion","soy sauce","white wine","salt","sugar","cornstarch","egg","oil","chicken broth","napa cabbage","sesame oil"
"Egg Foo Yung Sauce 1","stock","salt","soy sauce","cornstarch","water"
"Easy Fried Rice","oleo","onion","celery","carrot","frozen pea","egg","soy sauce","pepper"
"Crispy Wontons","ground pork","water chestnut","green onion","low-sodium soy sauce","salt","cornstarch","gingerroot","wonton skin"
"Asian Dipping Sauce","low-sodium soy sauce","dark sesame oil","rice vinegar","chili oil","honey","water"
"Szechuan Stir-Fried Beef","beef sirloin steak","low-sodium soy sauce","dry sherry","water","cornstarch","gingerroot","red pepper flake","ground black pepper","chili powder","vegetable oil","garlic"
"Asparagus With Almonds","salt","sugar","scallion","vegetable oil"
"Nice 'n Easy Egg Rolls","egg roll wrap","dried mushroom","chicken breast","garlic","cooking oil","bean sprout","cabbage","green onion","bamboo shoot","soy sauce","cornstarch","ginger","artificial sweetener","salt"
"Lung Fung Soup","chicken","bamboo shoot","carrot","french bean","coriander leaf","egg","chicken stock","dark soya sauce","salt","sugar","cornflour","shrimp","black pepper"
"Yu Hsiang Eggplant (Aubergine)","eggplant","vegetable oil","bamboo shoot","water chestnut","scallion","ginger","garlic","chicken stock","dark soy sauce","sugar","vinegar","szechuan hot bean sauce","water","cornstarch","sesame oil","tabasco sauce","chinese tree ear mushroom"
"Porcupine Meatballs","vegetable oil","red pepper","green onion","garlic","ginger","hamburger","long-grain rice","soy sauce","cayenne","egg","chicken broth","sesame oil","ginger","water","green onion","red pepper"
"Asian Egg Drop Soup","chicken broth","soy sauce","cornstarch","egg","green onion","salt and pepper"
"Cashew Chicken Chow Mein (EASY)","chicken breast","teriyaki sauce","ginger","garlic","celery rib","green onion","vegetable oil","chicken broth","cornstarch","soy sauce","cashew","chow mein noodle"
"Hot Mustard Dipping Sauce","flour","sugar","salt","dry mustard","white vinegar"
"Egg Drop Soup","chicken broth","salt","water","cornstarch","egg","scallion"
"Spicy Kung Pao Scallops and Orange Rice","bay scallop","dry sherry","cornstarch","soy sauce","sugar","sesame oil","hoisin sauce","vegetable oil","ginger","garlic","red pepper","scallion","roasted peanut","sesame oil","converted rice","chicken broth","orange juice","butter","orange peel","salt"
"Szechuan Chicken With Peanuts","chicken breast","egg white","cornstarch","dry sherry","sesame oil","sugar","water","soy sauce","cornstarch","cooking oil","red pepper flake","garlic","gingerroot","roasted peanut","frozen pea pod","rice"
"Steamed Pork Wontons","bamboo shoot","pork loin","sesame oil","dry sherry","cornstarch","egg white","salt","sugar","white pepper","wonton skin"
"Red Cooked Chicken, Eastern Chinese Style","frying chicken","vegetable oil","star anise","garlic","ginger","scallion","chicken stock","brown sugar","light soy sauce","dark soy sauce","dry sherry"
"Garlic Shrimp","oil","garlic","shrimp","carrot","coriander"
"Peasant Pancakes","all-purpose flour","salt","baking powder","white pepper","cayenne","chicken stock","scallion","water chestnut","shrimp","cider vinegar","dark soy sauce","hot sauce"
"Oriental Hamburger Dish","ground beef","onion","green pepper","mushroom piece","water","cornstarch","soy sauce"
"Chicken Fried Rice II","chicken","soy sauce","long-grain rice","salad oil","chicken broth","onion","green pepper","celery","egg","chinese cabbage","chinese cabbage"
"Oriental Stir-Fry Sauce","orange juice","tamari soy sauce","ginger","garlic","honey","sesame oil","cornstarch"
"Honey Spiced Duck","duck breast","honey","sherry wine vinegar","soy sauce","ginger","garlic","cinnamon","chinese five spice powder","spring onion","black pepper"
"Fortune Cookies","egg white","sugar","salt","butter","all-purpose flour","vanilla extract","almond extract"
"Honey Chilli Chicken","chicken fillet","ginger","honey","cornflour","water","sweet chili sauce","lemon juice","soy sauce","shallot","flour","oil","salt"
"Ginger Chicken Stir Fry","oil","chicken","celery","carrot","sugar snap pea","onion","garlic","chicken broth","cornstarch","soy sauce","dried ginger"
"Szechuan Chicken","chicken breast","soy sauce","dry sherry","cornstarch","ginger","sugar","red pepper flake","vegetable oil","green onion","green pepper","red pepper","roasted peanut"
"Chicken Teriyaki","chicken broth","soy sauce","sugar","oil","garlic","ground ginger","chicken breast"
"Glazed Chicken Drumsticks","chicken drumstick","soy sauce","honey","vegetable oil","chinese five spice powder","garlic"
"Chinese Five-Spice Powder","ground cinnamon","ground clove","fennel seed","star anise","szechuan peppercorn"
"Chicken Pineapple Stir- Fry","soy sauce","sugar","cider vinegar","ketchup","ginger","garlic","cornstarch","chicken breast","vegetable oil","frozen stir fry vegetable","pineapple chunk","rice"
"Hot And Sour Shrimp Stir-Fry","low-sodium soy sauce","rice vinegar","sugar","red pepper flake","garlic","shiitake mushroom","vegetable oil","green onion","snow pea","rice"
"Bacon Wrapped Chestnuts","bacon","ketchup","sugar","salt"
"Egg Foo Yung","egg","bean sprout","scallion","chinese cabbage","water chestnut","shrimp","soy sauce","peanut oil","chicken broth","soy sauce","sugar","vinegar","cornstarch","water"
"Chinese Noodle &amp; Mushroom Soup","vegetable oil","mushroom","garlic","vegetable stock","ramen noodle","rice wine","rice vinegar","sesame oil","hot pepper sauce","scallion"
"Anytime Easy Egg Fried Rice","cooking spray","green onion","mushroom","broccoli","rice","soy sauce","egg","pepper"
"Lemon Chicken","cornstarch","soya sauce","chicken","sugar","water","cornstarch","lemon","lemon juice","vegetable oil","green onion"
"Marco Polo Salad","snow pea","green onion","bean sprout","carrot","soy sauce","balsamic vinegar","sesame oil","ginger"
"Vegetable Lo Mein","oyster sauce","soy sauce","sesame oil","sugar","mixed vegetable","garlic","meat"
"Crock Pot Sweet and Sour Kielbasa","kielbasa","apricot preserve","pineapple","pineapple chunk"
"Peas and Zucchini","pea","water","zucchini","red pepper","butter","salt","parsley"
"Sweet and Sour Chicken","soy sauce","sherry wine","egg","pepper","garlic powder","cornstarch","chicken breast","vegetable oil","pineapple chunk","cornstarch","sugar","catsup","vinegar","soy sauce","green pepper","rice"
"Sausage With Warm Fruit","pork sausage link","pineapple chunk","brown sugar","banana"
"Szechuan Shrimp","shrimp","ketchup","heinz chili sauce","sherry wine","soy sauce","sugar","salt","red pepper flake","cornstarch","canola oil","green onion","gingerroot","garlic"
"Chinese Style Sauteed Firm Tofu","tofu","vegetable oil","salt","onion","mushroom","carrot","green bell pepper","sake","soy sauce","gingerroot","sugar","water","cornstarch"
"General Tso's Chicken","chicken breast","dark soy sauce","gingerroot","cornstarch","sesame oil","oil","dried red chili","dark soy sauce","salt","sugar","sesame oil"
"Lemon Chicken","chicken breast","salt","light soy sauce","flour","cornstarch","baking soda","baking powder","salt","sugar","water","salt","sugar","cornstarch","chicken stock","lemon","scallion","oil"
"Lucky Sweet and Sour Sauce","ketchup","sugar","vinegar","soy sauce","cornstarch","water","oil"
"Stir-fried Chinese Cabbage","peanut oil","red pepper flake","chinese cabbage","garlic","rice wine","soy sauce","sesame oil","gingerroot","toasted sesame seed"
"Chinese Curried Beef &amp; Potatoes","steak","potato","onion","curry powder","chicken stock powder","oil","oil","curry powder","chinese chili sauce","soy sauce","water","water","sherry wine","cornflour"
"Fried Rice","salt","chicken","spring onion","egg","carrot","dark soya sauce"
"Beef Strips","round steak","oil","soy sauce","beef-flavor ramen noodle","frozen vegetable"
"Cantonese Stir-fried Lover's Shrimp","salt","sherry wine","egg white","cornstarch","salt","sherry wine","sesame oil","shrimp","snow pea","scallion","ginger","ketchup","peanut oil"
"Asian Coleslaw","white wine vinegar","sugar","sesame seed","soya sauce","sesame oil","red pepper flake","napa cabbage","jicama","green bell pepper","carrot"
"Cashew Chicken","sesame oil","rice vinegar","sherry wine","garlic powder","chicken breast","vegetable oil","broccoli floret","carrot","cornstarch","soy sauce","hoisin sauce","ground ginger","salted cashew","rice"
"Mabo Dofu - Tofu with Beef","beef","beef","oil","garlic","chili","leek","soy sauce","sugar","cornstarch","broth","broth","sesame oil"
"Chicken Oriental","chicken breast","salt","pepper","flour","butter","pineapple chunk","cornstarch","pineapple juice","soy sauce","almond"
"Honey Grilled Pork Chops","soy sauce","ground ginger","garlic","center-cut pork chop","brown sugar","honey","sesame oil"
"Pasta With Szechuan Peanut Dressing","pasta","broccoli floret","peanut butter","water","water","soy sauce","rice vinegar","safflower oil","garlic","dry red pepper","cherry tomato"
